id,dex_number,pokemon,form,variant_type,stage,evolution_family,evolves_from,evolves_to,final_evolution_targets,mega_targets,type_1,type_2,base_attack,base_defense,base_stamina,max_cp_estimate,current_stage_rating,final_potential_rating,main_uses,raid_rating,gym_attack_rating,gym_defense_rating,league_rating,best_fast_move_pve,best_charged_move_1_pve,best_charged_move_2_pve,best_fast_move_pvp,best_charged_move_1_pvp,best_charged_move_2_pvp,needs_legacy_move,legacy_move,event_wait_recommended,recommended_wait_reason,bad_stats_action,good_stats_action,storage_priority,trade_value,evolve_priority,power_up_priority,regional,legendary,mythical,ultra_beast,can_be_shadow,shadow_relevant,purified_relevant,can_be_mega,mega_relevant,availability_status,notes,source_notes,last_reviewed
zigzagoon,263,Zigzagoon,,normal,base,Zigzagoon,,Linoone,Linoone,,Normal,,58,80,116,575,bad,budget,pokedex/collection,bad,bad,bad,bad,Tackle,Dig,Grass Knot,Tackle,Dig,Grass Knot,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zigzagoon_zigzagoon_galarian,263,Zigzagoon,Galarian,form,base,Zigzagoon,,Linoone (Galarian),Obstagoon,,Dark,Normal,58,80,116,575,bad,budget,pokedex/collection,bad,bad,bad,bad,Tackle,Body Slam,Dig,Tackle,Body Slam,Dig,no,,no,,trade,keep,medium,medium,medium,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
linoone,264,Linoone,,normal,final,Zigzagoon,Zigzagoon,,Linoone,,Normal,,142,128,186,1879,bad,budget,pokedex/collection,bad,bad,bad,bad,Tackle,Dig,Grass Knot,Tackle,Dig,Grass Knot,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
linoone_linoone_galarian,264,Linoone,Galarian,form,middle,Zigzagoon,Zigzagoon (Galarian),Obstagoon,Obstagoon,,Dark,Normal,142,128,186,1879,bad,budget,pokedex/collection,bad,bad,bad,bad,Snarl,Body Slam,Dig,Snarl,Body Slam,Dig,no,,no,,trade,keep,medium,medium,medium,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
wurmple,265,Wurmple,,normal,base,Wurmple,,Silcoon; Cascoon,Beautifly; Dustox,,Bug,,75,59,128,653,bad,bad,pokedex/collection,bad,bad,bad,bad,Bug Bite,Struggle,,Bug Bite,Struggle,,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
silcoon,266,Silcoon,,normal,middle,Wurmple,Wurmple,Beautifly,Beautifly,,Bug,,60,77,137,626,bad,bad,pokedex/collection,bad,bad,bad,bad,Bug Bite,Struggle,,Bug Bite,Struggle,,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
beautifly,267,Beautifly,,normal,final,Wurmple,Silcoon,,Beautifly,,Bug,Flying,189,98,155,1996,bad,bad,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Bug Buzz,Silver Wind,Struggle Bug,Bug Buzz,Silver Wind,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
cascoon,268,Cascoon,,normal,middle,Wurmple,Wurmple,Dustox,Dustox,,Bug,,60,77,137,626,bad,bad,pokedex/collection,bad,bad,bad,bad,Bug Bite,Struggle,,Bug Bite,Struggle,,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dustox,269,Dustox,,normal,final,Wurmple,Cascoon,,Dustox,,Bug,Poison,98,162,155,1384,bad,bad,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Bug Buzz,Silver Wind,Struggle Bug,Bug Buzz,Silver Wind,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lotad,270,Lotad,,normal,base,Lotad,,Lombre,Ludicolo,,Water,Grass,71,77,120,676,bad,budget,pokedex/collection,bad,bad,bad,bad,Razor Leaf,Energy Ball,Scald,Razor Leaf,Energy Ball,Scald,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lombre,271,Lombre,,normal,middle,Lotad,Lotad,Ludicolo,Ludicolo,,Water,Grass,112,119,155,1353,bad,budget,pokedex/collection,bad,bad,bad,bad,Razor Leaf,Grass Knot,Scald,Razor Leaf,Grass Knot,Scald,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ludicolo,272,Ludicolo,,normal,final,Lotad,Lombre,,Ludicolo,,Water,Grass,173,176,190,2626,budget,budget,pokedex/collection,bad,bad,budget,bad,Razor Leaf,Solar Beam,Weather Ball Water,Razor Leaf,Solar Beam,Weather Ball Water,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
seedot,273,Seedot,,normal,base,Seedot,,Nuzleaf,Shiftry,,Grass,,71,77,120,676,bad,bad,pokedex/collection,bad,bad,bad,bad,Quick Attack,Grass Knot,Energy Ball,Quick Attack,Grass Knot,Energy Ball,no,,no,,trade,keep one,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
nuzleaf,274,Nuzleaf,,normal,middle,Seedot,Seedot,Shiftry,Shiftry,,Grass,Dark,134,78,172,1387,bad,bad,pokedex/collection,bad,bad,bad,bad,Razor Leaf,Leaf Blade,Grass Knot,Razor Leaf,Leaf Blade,Grass Knot,no,,no,,trade,keep one,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
shiftry,275,Shiftry,,normal,final,Seedot,Nuzleaf,,Shiftry,,Grass,Dark,200,121,207,2637,bad,bad,strong great league; strong ultra league,bad,bad,bad,strong,Razor Leaf,Leaf Blade,Foul Play,Razor Leaf,Leaf Blade,Foul Play,no,,no,,trade,keep one,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
taillow,276,Taillow,,normal,base,Taillow,,Swellow,Swellow,,Normal,Flying,106,61,120,865,bad,bad,pokedex/collection,bad,bad,bad,bad,Quick Attack,Aerial Ace,,Quick Attack,Aerial Ace,,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
swellow,277,Swellow,,normal,final,Taillow,Taillow,,Swellow,,Normal,Flying,185,124,155,2170,bad,bad,pokedex/collection,bad,bad,bad,bad,Steel Wing,Sky Attack,Brave Bird,Steel Wing,Sky Attack,Brave Bird,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
wingull,278,Wingull,,normal,base,Wingull,,Pelipper,Pelipper,,Water,Flying,106,61,120,865,bad,bad,pokedex/collection,bad,bad,bad,bad,Water Gun,Ice Beam,Water Pulse,Water Gun,Ice Beam,Water Pulse,no,,no,,trade,keep one,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pelipper,279,Pelipper,,normal,final,Wingull,Wingull,,Pelipper,,Water,Flying,175,174,155,2404,bad,bad,strong great league; strong ultra league,bad,bad,bad,strong,Wing Attack,Weather Ball Water,Hydro Pump,Wing Attack,Weather Ball Water,Hydro Pump,no,,no,,trade,keep one,high,high,none,high,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ralts,280,Ralts,,normal,base,Ralts,,Kirlia,Gallade; Gardevoir,,Psychic,Fairy,79,59,99,609,bad,top-tier,pokedex/collection,bad,bad,bad,bad,Confusion,Disarming Voice,Psyshock,Confusion,Disarming Voice,Psyshock,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
kirlia,281,Kirlia,,normal,middle,Ralts,Ralts,Gallade; Gardevoir,Gallade; Gardevoir,,Psychic,Fairy,117,90,116,1093,bad,top-tier,pokedex/collection,bad,bad,bad,bad,Confusion,Disarming Voice,Psychic,Confusion,Disarming Voice,Psychic,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gardevoir,282,Gardevoir,,normal,final,Ralts,Kirlia,,Gardevoir,Gardevoir (Mega),Psychic,Fairy,237,195,169,3497,strong,top-tier,strong raid; strong gym attack,strong,strong,budget,bad,Charm,Dazzling Gleam,Psychic,Charm,Dazzling Gleam,Psychic,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gardevoir_mega,282,Gardevoir,Mega,mega,mega,Ralts,Gardevoir,,Gardevoir (Mega),,Psychic,Fairy,326,229,169,5101,top-tier,top-tier,top-tier raid; top-tier gym attack; mega attacker,top-tier,top-tier,budget,bad,Charm,Dazzling Gleam,Psychic,Charm,Dazzling Gleam,Psychic,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,yes,game master present,Temporary Mega/Primal-style evolution row.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
surskit,283,Surskit,,normal,base,Surskit,,Masquerain,Masquerain,,Bug,Water,93,87,120,894,bad,bad,pokedex/collection,bad,bad,bad,bad,Bubble,Signal Beam,Bubble Beam,Bubble,Signal Beam,Bubble Beam,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
masquerain,284,Masquerain,,normal,final,Surskit,Surskit,,Masquerain,,Bug,Flying,192,150,172,2567,bad,bad,pokedex/collection,bad,bad,bad,bad,Air Slash,Silver Wind,Lunge,Air Slash,Silver Wind,Lunge,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
shroomish,285,Shroomish,,normal,base,Shroomish,,Breloom,Breloom,,Grass,,74,110,155,916,bad,decent,pokedex/collection,bad,bad,bad,bad,Bullet Seed,Grass Knot,Energy Ball,Bullet Seed,Grass Knot,Energy Ball,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
breloom,286,Breloom,,normal,final,Shroomish,Shroomish,,Breloom,,Grass,Fighting,241,144,155,2971,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Counter,Grass Knot,Dynamic Punch,Counter,Grass Knot,Dynamic Punch,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
slakoth,287,Slakoth,,normal,base,Slakoth,,Vigoroth,Slaking,,Normal,,104,92,155,1133,bad,strong,pokedex/collection,bad,bad,bad,bad,Yawn,Body Slam,Night Slash,Yawn,Body Slam,Night Slash,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
vigoroth,288,Vigoroth,,normal,middle,Slakoth,Slakoth,Slaking,Slaking,,Normal,,159,145,190,2225,bad,strong,strong great league; strong ultra league,bad,bad,bad,strong,Scratch,Body Slam,Bulldoze,Scratch,Body Slam,Bulldoze,no,,no,,trade,keep,high,high,high,high,no,no,no,no,yes,yes,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
slaking,289,Slaking,,normal,final,Slakoth,Vigoroth,,Slaking,,Normal,,290,166,284,5010,strong,strong,strong raid; strong gym attack; decent gym defense,strong,strong,decent,bad,Yawn,Hyper Beam,Body Slam,Yawn,Hyper Beam,Body Slam,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
nincada,290,Nincada,,normal,base,Nincada,,Ninjask,Ninjask,,Bug,Ground,80,126,104,868,bad,bad,pokedex/collection,bad,bad,bad,bad,Bug Bite,Bug Buzz,Aerial Ace,Bug Bite,Bug Buzz,Aerial Ace,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ninjask,291,Ninjask,,normal,final,Nincada,Nincada,,Ninjask,,Bug,Flying,199,112,156,2226,bad,bad,pokedex/collection,bad,bad,bad,bad,Metal Claw,Bug Buzz,Aerial Ace,Metal Claw,Bug Buzz,Aerial Ace,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
shedinja,292,Shedinja,,normal,single,Nincada,,,Shedinja,,Bug,Ghost,153,73,1,445,bad,bad,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Dig,Shadow Sneak,Struggle Bug,Dig,Shadow Sneak,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
whismur,293,Whismur,,normal,base,Whismur,,Loudred,Exploud,,Normal,,92,42,162,758,bad,bad,pokedex/collection,bad,bad,bad,bad,Pound,Disarming Voice,Stomp,Pound,Disarming Voice,Stomp,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
loudred,294,Loudred,,normal,middle,Whismur,Whismur,Exploud,Exploud,,Normal,,134,81,197,1500,bad,bad,pokedex/collection,bad,bad,bad,bad,Rock Smash,Disarming Voice,Stomp,Rock Smash,Disarming Voice,Stomp,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
exploud,295,Exploud,,normal,final,Whismur,Loudred,,Exploud,,Normal,,179,137,232,2654,bad,bad,pokedex/collection,bad,bad,bad,bad,Bite,Boomburst,Disarming Voice,Bite,Boomburst,Disarming Voice,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
makuhita,296,Makuhita,,normal,base,Makuhita,,Hariyama,Hariyama,,Fighting,,99,54,176,924,bad,decent,pokedex/collection,bad,bad,bad,bad,Rock Smash,Upper Hand,Low Sweep,Rock Smash,Upper Hand,Low Sweep,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
hariyama,297,Hariyama,,normal,final,Makuhita,Makuhita,,Hariyama,,Fighting,,209,114,302,3198,decent,decent,decent gym attack; decent great league; decent ultra league,budget,decent,budget,decent,Counter,Dynamic Punch,Super Power,Counter,Dynamic Punch,Super Power,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
azurill,298,Azurill,,normal,base,Marill,,Marill,Azumarill,,Normal,Fairy,36,71,137,411,bad,budget,pokedex/collection,bad,bad,bad,bad,Bubble,Body Slam,Ice Beam,Bubble,Body Slam,Ice Beam,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
nosepass,299,Nosepass,,normal,base,Nosepass,,Probopass,Probopass,,Rock,,82,215,102,1123,bad,decent,pokedex/collection,bad,bad,bad,bad,Rock Throw,Rock Slide,Rock Blast,Rock Throw,Rock Slide,Rock Blast,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
skitty,300,Skitty,,normal,base,Skitty,,Delcatty,Delcatty,,Normal,,84,79,137,835,bad,bad,pokedex/collection,bad,bad,bad,bad,Tackle,Disarming Voice,Dig,Tackle,Disarming Voice,Dig,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
delcatty,301,Delcatty,,normal,final,Skitty,Skitty,,Delcatty,,Normal,,132,127,172,1691,bad,bad,pokedex/collection,bad,bad,bad,bad,Charm,Disarming Voice,Wild Charge,Charm,Disarming Voice,Wild Charge,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sableye,302,Sableye,,normal,single,Sableye,,,Sableye,Sableye (Mega),Dark,Ghost,141,136,137,1668,bad,budget,strong great league; strong ultra league,bad,bad,bad,strong,Feint Attack,Dazzling Gleam,Foul Play,Feint Attack,Dazzling Gleam,Foul Play,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,yes,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sableye_mega,302,Sableye,Mega,mega,mega,Sableye,Sableye,,Sableye (Mega),,Dark,Ghost,151,216,137,2196,budget,budget,strong great league; strong ultra league; mega attacker,budget,budget,bad,strong,Feint Attack,Dazzling Gleam,Foul Play,Feint Attack,Dazzling Gleam,Foul Play,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,yes,no,yes,game master present,Temporary Mega/Primal-style evolution row.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
mawile,303,Mawile,,normal,single,Mawile,,,Mawile,Mawile (Mega),Steel,Fairy,155,141,137,1848,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Fire Fang,Play Rough,Iron Head,Fire Fang,Play Rough,Iron Head,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
mawile_mega,303,Mawile,Mega,mega,mega,Mawile,Mawile,,Mawile (Mega),,Steel,Fairy,188,217,137,2691,budget,decent,mega attacker,budget,budget,bad,bad,Fire Fang,Play Rough,Iron Head,Fire Fang,Play Rough,Iron Head,no,,no,,transfer,keep one,low,low,none,low,no,no,no,no,yes,no,no,no,yes,game master present,Temporary Mega/Primal-style evolution row.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
aron,304,Aron,,normal,base,Aron,,Lairon,Aggron,,Steel,Rock,121,141,137,1478,bad,decent,pokedex/collection,bad,bad,bad,bad,Metal Claw,Rock Tomb,Iron Head,Metal Claw,Rock Tomb,Iron Head,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lairon,305,Lairon,,normal,middle,Aron,Aron,Aggron,Aggron,,Steel,Rock,158,198,155,2324,bad,decent,pokedex/collection,bad,bad,bad,bad,Iron Tail,Rock Slide,Heavy Slam,Iron Tail,Rock Slide,Heavy Slam,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
aggron,306,Aggron,,normal,final,Aron,Lairon,,Aggron,Aggron (Mega),Steel,Rock,198,257,172,3391,decent,decent,decent raid; decent gym attack; decent gym defense,decent,decent,decent,bad,Iron Tail,Meteor Beam,Heavy Slam,Iron Tail,Meteor Beam,Heavy Slam,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
aggron_mega,306,Aggron,Mega,mega,mega,Aron,Aggron,,Aggron (Mega),,Steel,Rock,247,331,172,4705,decent,decent,decent raid; decent gym attack; decent gym defense; mega attacker,decent,decent,decent,bad,Iron Tail,Meteor Beam,Heavy Slam,Iron Tail,Meteor Beam,Heavy Slam,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,yes,game master present,Temporary Mega/Primal-style evolution row.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
